true_persona,age,monthly_income,savings_rate,pct_spend_discretionary,app_opens_per_week,avg_transaction_value,transactions_per_month,investment_balance,credit_utilization,months_active,monthly_spend
Steady Middle,45,6530.0,0.055,0.384,8.6,97.61,35,10810.0,0.282,30,6640.0
Credit-Reliant Household,45,4280.0,0.002,0.558,12.2,22.45,40,140.0,0.746,12,4600.0
Budget-Conscious Saver,36,6040.0,0.142,0.175,4.4,37.33,30,1910.0,0.044,35,4740.0
Young Digital Spender,21,3190.0,0.052,0.658,20.9,52.6,60,420.0,0.354,48,2960.0
Young Digital Spender,23,2300.0,0.054,0.512,28.2,47.41,45,420.0,0.476,14,2450.0
Young Digital Spender,22,2360.0,0.06,0.646,20.1,56.48,41,80.0,0.555,16,2120.0
High-Income Investor,53,13270.0,0.4,0.467,7.6,186.19,26,24470.0,0.155,46,8570.0
Young Digital Spender,26,3030.0,0.06,0.475,18.7,29.09,33,210.0,0.568,42,2900.0
Steady Middle,43,4550.0,0.162,0.364,12.0,56.63,12,3970.0,0.152,31,4000.0
Steady Middle,31,7730.0,0.122,0.353,8.1,57.4,39,930.0,0.243,41,6390.0
Steady Middle,26,5570.0,0.19,0.385,5.9,66.02,19,4810.0,0.349,28,5080.0
Young Digital Spender,25,4270.0,0.023,0.482,20.4,39.08,38,480.0,0.341,11,4200.0
Credit-Reliant Household,51,4810.0,-0.035,0.404,10.2,35.47,11,50.0,0.669,8,5020.0
Credit-Reliant Household,54,3190.0,0.081,0.345,15.3,12.29,39,70.0,0.576,5,2510.0
Credit-Reliant Household,54,2980.0,0.04,0.341,6.3,34.33,37,140.0,0.663,19,2760.0
Steady Middle,28,4360.0,0.088,0.374,3.0,90.23,33,2870.0,0.246,21,4070.0
Young Digital Spender,23,4440.0,-0.016,0.661,22.6,46.01,42,340.0,0.267,22,4610.0
Budget-Conscious Saver,28,3870.0,0.271,0.199,7.0,62.85,20,1010.0,0.14,46,3210.0
High-Income Investor,55,12990.0,0.395,0.494,5.1,157.62,25,60050.0,0.063,48,7550.0
Steady Middle,45,5410.0,0.09,0.407,7.6,63.65,25,2440.0,0.37,46,5270.0
Credit-Reliant Household,37,4140.0,-0.1,0.425,6.7,50.32,32,0.0,0.828,30,4930.0
Young Digital Spender,25,4190.0,-0.019,0.523,23.2,63.22,44,360.0,0.311,11,4010.0
Steady Middle,30,7290.0,0.072,0.41,11.8,86.69,34,4140.0,0.169,57,5810.0
Young Digital Spender,21,3750.0,0.038,0.711,18.5,31.37,63,160.0,0.371,50,3350.0
Steady Middle,39,7600.0,0.152,0.328,6.3,80.78,34,10230.0,0.274,55,5990.0
Budget-Conscious Saver,39,3110.0,0.175,0.266,5.1,49.05,29,1800.0,0.047,20,2430.0
Steady Middle,49,6710.0,0.144,0.27,11.7,98.64,31,6230.0,0.299,58,6350.0
High-Income Investor,48,9960.0,0.356,0.339,4.2,173.25,20,45470.0,0.0,27,7330.0
Young Digital Spender,25,3520.0,0.084,0.657,22.8,53.92,64,330.0,0.451,47,2780.0
Credit-Reliant Household,30,2940.0,0.023,0.352,7.0,63.02,38,20.0,0.88,30,2630.0
Credit-Reliant Household,37,3020.0,-0.034,0.478,11.5,36.26,24,120.0,0.785,46,3330.0
Steady Middle,37,5160.0,0.232,0.32,8.1,80.53,29,7560.0,0.252,3,4040.0
Young Digital Spender,23,3900.0,0.065,0.545,28.3,25.45,59,190.0,0.213,5,3990.0
Budget-Conscious Saver,35,5900.0,0.287,0.267,9.9,53.53,16,2820.0,0.204,15,3840.0
Steady Middle,44,5850.0,0.118,0.299,11.6,93.81,28,3520.0,0.231,12,5030.0
High-Income Investor,56,14000.0,0.292,0.425,5.3,128.93,23,19200.0,0.146,11,11290.0
High-Income Investor,56,8070.0,0.356,0.382,5.8,112.39,14,59950.0,0.0,6,5060.0
Steady Middle,36,4360.0,0.074,0.426,9.9,82.18,22,7130.0,0.169,5,4520.0
Steady Middle,37,6120.0,0.209,0.425,6.7,34.5,31,10960.0,0.313,51,4960.0
Steady Middle,43,5620.0,0.15,0.299,10.7,92.74,21,1600.0,0.292,9,4100.0
Credit-Reliant Household,52,4880.0,0.023,0.474,8.5,22.93,29,180.0,0.572,14,5260.0
Steady Middle,47,6340.0,0.13,0.291,12.8,42.68,24,1190.0,0.249,56,5030.0
Budget-Conscious Saver,38,5350.0,0.275,0.224,4.1,38.58,23,1820.0,0.046,22,4010.0
Credit-Reliant Household,28,3770.0,0.028,0.436,11.3,59.67,15,210.0,0.782,46,3970.0
Credit-Reliant Household,54,4000.0,0.021,0.384,13.6,15.65,24,90.0,0.661,51,3520.0
Young Digital Spender,20,3820.0,0.065,0.461,27.8,25.21,55,400.0,0.429,14,3620.0
Budget-Conscious Saver,35,5000.0,0.31,0.26,4.7,57.79,19,950.0,0.272,24,3330.0
Steady Middle,31,6790.0,0.152,0.258,12.4,70.65,25,1300.0,0.288,31,5640.0
Budget-Conscious Saver,33,4880.0,0.273,0.341,8.4,54.77,24,3140.0,0.144,21,4060.0
High-Income Investor,45,12740.0,0.304,0.353,4.6,68.72,16,115690.0,0.077,9,9070.0
High-Income Investor,35,16760.0,0.248,0.392,3.3,194.63,17,76450.0,0.122,51,12030.0
Budget-Conscious Saver,32,3220.0,0.222,0.167,8.9,68.88,17,2430.0,0.298,15,2720.0
Steady Middle,45,6540.0,0.1,0.32,8.5,61.89,29,11010.0,0.418,50,5780.0
Steady Middle,29,6660.0,0.125,0.355,8.2,36.85,37,6300.0,0.189,11,6670.0
Credit-Reliant Household,29,2780.0,-0.021,0.298,9.9,34.55,36,20.0,0.694,58,3120.0
Budget-Conscious Saver,25,4400.0,0.205,0.229,2.4,80.2,13,1310.0,0.04,35,4010.0
Budget-Conscious Saver,28,5350.0,0.239,0.258,8.9,56.09,21,2830.0,0.027,9,3840.0
Credit-Reliant Household,52,4960.0,-0.021,0.464,10.2,41.59,44,20.0,0.653,12,5250.0
Young Digital Spender,26,2730.0,0.063,0.771,30.4,51.13,46,90.0,0.148,28,2640.0
Steady Middle,46,5450.0,0.152,0.426,12.3,80.94,26,4440.0,0.189,23,4270.0
Steady Middle,49,4230.0,0.137,0.357,7.5,37.41,22,12020.0,0.305,10,3500.0
Steady Middle,49,5930.0,0.145,0.457,10.2,72.34,28,9080.0,0.22,10,4530.0
Young Digital Spender,24,4170.0,0.019,0.445,17.3,19.11,33,240.0,0.401,46,3850.0
Steady Middle,29,5940.0,0.097,0.36,7.0,86.68,47,1820.0,0.146,30,5690.0
Credit-Reliant Household,54,3110.0,0.001,0.368,11.8,54.86,34,190.0,0.926,8,2840.0
Budget-Conscious Saver,27,3920.0,0.248,0.311,5.5,50.18,17,3080.0,0.079,52,3290.0
Steady Middle,27,6640.0,0.169,0.386,12.2,62.36,25,14570.0,0.402,8,4980.0
Credit-Reliant Household,31,4840.0,-0.02,0.339,10.1,34.17,38,140.0,0.647,26,5170.0
Credit-Reliant Household,28,2530.0,0.025,0.312,9.8,31.19,24,270.0,0.824,1,2770.0
Young Digital Spender,25,3490.0,0.024,0.642,14.9,43.17,47,380.0,0.39,14,3810.0
Budget-Conscious Saver,28,6250.0,0.268,0.162,9.6,66.82,23,6310.0,0.226,7,4850.0
Steady Middle,38,6990.0,0.093,0.376,6.7,70.52,31,9440.0,0.149,26,5620.0
Budget-Conscious Saver,29,5420.0,0.217,0.211,8.2,80.4,29,7290.0,0.236,6,4080.0
Budget-Conscious Saver,39,4960.0,0.255,0.184,6.6,33.48,29,2780.0,0.034,34,3850.0
Budget-Conscious Saver,33,5240.0,0.196,0.182,6.3,70.91,35,3580.0,0.214,11,4820.0
Steady Middle,36,7450.0,0.136,0.382,11.8,73.75,22,5710.0,0.281,56,6820.0
Steady Middle,47,6100.0,0.052,0.374,6.4,41.24,21,3620.0,0.179,44,5830.0
Credit-Reliant Household,31,4900.0,-0.059,0.305,6.9,29.4,15,160.0,0.784,5,4440.0
Credit-Reliant Household,50,3020.0,0.039,0.548,4.7,48.52,31,40.0,0.865,4,2680.0
Young Digital Spender,23,4110.0,0.007,0.591,15.4,42.06,41,250.0,0.388,7,3990.0
Young Digital Spender,24,3310.0,0.063,0.471,24.0,27.04,45,240.0,0.388,56,3070.0
Credit-Reliant Household,43,4440.0,0.028,0.474,13.0,48.53,27,320.0,0.789,34,4740.0
Budget-Conscious Saver,38,6440.0,0.344,0.274,4.3,74.46,16,9380.0,0.146,30,4370.0
Steady Middle,47,5740.0,0.121,0.241,6.2,61.46,38,17540.0,0.32,56,5800.0
Steady Middle,27,7960.0,0.17,0.331,11.2,44.19,22,3110.0,0.325,37,6790.0
Credit-Reliant Household,34,4050.0,-0.005,0.434,9.8,22.36,38,180.0,0.882,29,4200.0
Credit-Reliant Household,33,4500.0,-0.01,0.482,10.7,58.19,28,220.0,0.941,17,4740.0
Budget-Conscious Saver,35,5280.0,0.188,0.224,6.5,84.96,43,3130.0,0.163,15,4600.0
Steady Middle,30,7240.0,0.105,0.378,9.3,44.48,34,4340.0,0.376,59,7370.0
Credit-Reliant Household,53,4600.0,-0.021,0.492,13.2,40.35,28,60.0,0.894,49,4080.0
Young Digital Spender,22,3820.0,0.021,0.505,21.7,23.62,62,130.0,0.244,38,3410.0
High-Income Investor,41,12200.0,0.365,0.248,0.1,74.14,18,45260.0,0.037,28,8740.0
Budget-Conscious Saver,38,6400.0,0.188,0.191,5.5,54.33,23,4760.0,0.09,22,5660.0
Steady Middle,45,4840.0,0.089,0.329,7.2,87.1,18,9740.0,0.223,4,4150.0
Steady Middle,33,5390.0,0.095,0.383,10.9,45.65,35,7190.0,0.211,55,4850.0
Credit-Reliant Household,45,3300.0,-0.009,0.399,10.0,32.67,19,260.0,0.789,24,2840.0
Credit-Reliant Household,48,4830.0,-0.002,0.405,14.0,32.73,38,10.0,0.773,38,4190.0
Budget-Conscious Saver,35,3310.0,0.344,0.254,9.1,34.32,16,3900.0,0.106,40,2160.0
Steady Middle,48,7100.0,0.101,0.389,7.8,49.79,16,2840.0,0.193,23,6530.0
High-Income Investor,38,14590.0,0.236,0.385,4.3,167.78,20,69580.0,0.135,48,10040.0
Budget-Conscious Saver,27,5100.0,0.197,0.288,3.3,33.06,13,520.0,0.103,51,4050.0
High-Income Investor,52,17190.0,0.255,0.415,7.9,197.37,20,94550.0,0.026,4,11530.0
Young Digital Spender,24,3460.0,0.025,0.546,14.6,44.33,50,120.0,0.291,32,3350.0
Steady Middle,49,6750.0,0.109,0.391,8.6,63.55,20,5980.0,0.293,12,6330.0
Budget-Conscious Saver,30,4800.0,0.219,0.195,4.8,35.75,28,2030.0,0.252,36,4240.0
Credit-Reliant Household,50,3220.0,-0.064,0.427,6.7,46.71,44,80.0,0.774,43,2990.0
Budget-Conscious Saver,30,4470.0,0.276,0.151,10.5,31.31,35,4140.0,0.235,44,3550.0
Young Digital Spender,24,3580.0,-0.018,0.422,15.6,50.08,40,280.0,0.298,10,3920.0
Credit-Reliant Household,49,4020.0,-0.005,0.366,7.4,27.13,30,40.0,0.778,6,3610.0
High-Income Investor,47,14210.0,0.277,0.274,6.8,100.58,12,102150.0,0.004,5,9560.0
Steady Middle,39,5870.0,0.121,0.331,6.8,97.18,16,11760.0,0.216,36,5710.0
Credit-Reliant Household,44,3770.0,-0.007,0.382,9.1,51.7,35,180.0,0.887,30,4000.0
Young Digital Spender,21,2230.0,-0.01,0.623,28.6,19.86,62,120.0,0.276,37,2370.0
Young Digital Spender,26,3560.0,0.04,0.645,22.7,16.38,52,370.0,0.396,39,3660.0
Young Digital Spender,25,3830.0,0.105,0.767,14.6,36.0,59,110.0,0.406,12,3920.0
Steady Middle,38,7380.0,0.137,0.293,10.3,37.85,20,11600.0,0.239,40,6760.0
Young Digital Spender,24,2910.0,0.053,0.539,14.2,17.6,49,160.0,0.38,36,2420.0
Steady Middle,39,7640.0,0.133,0.327,11.7,34.65,27,9970.0,0.106,56,6630.0
Steady Middle,49,4800.0,0.109,0.295,7.5,66.17,33,5430.0,0.294,14,3710.0
Credit-Reliant Household,52,2900.0,-0.02,0.266,4.6,12.12,43,160.0,0.753,44,3190.0
High-Income Investor,57,8080.0,0.223,0.381,5.2,75.37,14,54890.0,0.073,21,6870.0
Budget-Conscious Saver,29,5280.0,0.318,0.326,12.1,55.5,37,2570.0,0.109,41,3490.0
Steady Middle,37,7320.0,0.209,0.484,12.0,55.3,32,14410.0,0.355,19,4950.0
Young Digital Spender,25,3790.0,0.067,0.624,12.7,16.46,46,160.0,0.31,17,3380.0
High-Income Investor,57,16090.0,0.217,0.254,5.6,159.96,17,113420.0,0.0,35,11310.0
Credit-Reliant Household,54,4800.0,0.023,0.368,10.3,20.84,40,240.0,0.648,37,4600.0
Budget-Conscious Saver,31,3660.0,0.279,0.315,9.4,28.87,14,1830.0,0.139,36,2510.0
Young Digital Spender,23,3940.0,0.106,0.558,15.7,23.49,40,180.0,0.518,24,3950.0
Steady Middle,32,4580.0,0.108,0.409,7.1,47.14,23,7710.0,0.42,17,3640.0
Steady Middle,43,6230.0,0.172,0.382,9.2,36.82,18,13040.0,0.417,1,4690.0
Steady Middle,46,6750.0,0.114,0.297,12.4,47.4,25,3330.0,0.404,12,5180.0
Steady Middle,29,4840.0,0.174,0.334,7.5,39.89,37,11090.0,0.231,40,4350.0
Steady Middle,30,7230.0,0.209,0.385,5.6,47.66,31,3340.0,0.171,57,5130.0
Young Digital Spender,27,2930.0,0.064,0.585,17.7,16.79,40,360.0,0.221,50,2690.0
Credit-Reliant Household,37,2960.0,0.03,0.494,12.4,52.24,27,130.0,0.642,5,3010.0
Budget-Conscious Saver,27,4450.0,0.322,0.211,3.4,58.04,18,3480.0,0.276,1,3360.0
Credit-Reliant Household,32,3080.0,-0.008,0.512,7.5,17.12,34,170.0,0.843,12,2770.0
Steady Middle,36,7220.0,0.146,0.36,6.7,83.01,27,9000.0,0.216,50,6020.0
High-Income Investor,37,10560.0,0.351,0.268,4.0,105.36,24,16520.0,0.011,23,7240.0
Young Digital Spender,20,3720.0,0.11,0.747,18.7,25.61,48,290.0,0.418,56,3700.0
High-Income Investor,43,11680.0,0.405,0.256,7.9,111.27,9,66670.0,0.0,18,7190.0
Credit-Reliant Household,48,3880.0,0.046,0.295,8.9,27.02,41,330.0,0.744,2,3750.0
High-Income Investor,36,17100.0,0.36,0.264,1.9,185.77,17,110970.0,0.0,51,11210.0
Steady Middle,36,4130.0,0.072,0.427,8.8,61.57,44,10470.0,0.219,20,4240.0
Young Digital Spender,26,3430.0,0.037,0.488,17.9,12.5,60,20.0,0.455,51,3270.0
Young Digital Spender,23,3050.0,0.022,0.676,28.1,30.67,56,20.0,0.401,55,2620.0
High-Income Investor,49,8470.0,0.267,0.326,5.7,69.25,19,75060.0,0.07,35,6400.0
Credit-Reliant Household,37,2920.0,-0.031,0.452,13.8,17.79,22,180.0,0.76,2,3390.0
Budget-Conscious Saver,29,3100.0,0.19,0.203,10.7,52.64,37,3010.0,0.132,40,2660.0
Budget-Conscious Saver,41,5310.0,0.372,0.257,6.2,43.98,15,1080.0,0.087,51,2990.0
Steady Middle,45,7380.0,0.148,0.359,8.5,79.77,24,10460.0,0.24,41,6530.0
High-Income Investor,48,15280.0,0.209,0.264,1.5,134.91,23,22370.0,0.0,6,13730.0
Steady Middle,34,7730.0,0.166,0.312,5.0,62.19,22,3810.0,0.191,53,6390.0
Steady Middle,48,4720.0,0.144,0.281,9.4,69.57,30,930.0,0.202,13,3490.0
Steady Middle,34,5150.0,0.126,0.431,9.4,79.96,31,6120.0,0.353,8,4720.0
Budget-Conscious Saver,36,3680.0,0.317,0.152,4.1,48.95,36,1740.0,0.138,40,2150.0
High-Income Investor,37,15640.0,0.302,0.267,2.2,196.68,15,57060.0,0.043,4,11590.0
High-Income Investor,40,15000.0,0.227,0.346,5.8,134.91,14,115400.0,0.161,38,12340.0
Steady Middle,29,6860.0,0.127,0.368,12.4,49.45,43,6010.0,0.278,1,5350.0
Young Digital Spender,27,2740.0,0.008,0.654,14.7,29.99,37,280.0,0.334,13,2520.0
Budget-Conscious Saver,34,4060.0,0.206,0.238,7.6,44.4,16,7810.0,0.193,40,3600.0
Steady Middle,41,5090.0,0.094,0.309,8.9,65.83,30,11730.0,0.213,32,4090.0
Young Digital Spender,23,3370.0,0.02,0.513,28.8,26.18,68,110.0,0.501,58,3670.0
Credit-Reliant Household,30,3040.0,-0.075,0.387,4.3,22.59,35,320.0,0.713,15,2920.0
High-Income Investor,43,9250.0,0.385,0.315,6.2,93.92,17,64500.0,0.027,8,6460.0
High-Income Investor,41,12220.0,0.394,0.41,8.2,193.09,22,109830.0,0.052,17,7230.0
Budget-Conscious Saver,41,6320.0,0.156,0.258,5.8,55.62,28,1960.0,0.156,17,5680.0
Credit-Reliant Household,42,3170.0,-0.088,0.408,6.0,24.98,24,170.0,0.605,47,3760.0
Young Digital Spender,20,2400.0,0.033,0.637,17.0,59.76,64,170.0,0.496,30,2290.0
Steady Middle,30,7160.0,0.13,0.439,13.4,56.67,26,5970.0,0.158,56,7110.0
Steady Middle,34,4340.0,0.078,0.326,8.4,43.75,15,6610.0,0.412,27,3670.0
Credit-Reliant Household,49,3780.0,-0.058,0.348,12.9,38.72,27,50.0,0.668,59,4550.0
High-Income Investor,50,9750.0,0.324,0.422,3.9,78.02,17,136550.0,0.118,35,5830.0
Credit-Reliant Household,29,2700.0,-0.003,0.405,11.9,50.34,31,110.0,0.844,55,2610.0
Steady Middle,42,7350.0,0.106,0.276,11.2,46.98,34,2670.0,0.362,40,7030.0
Steady Middle,45,5980.0,0.065,0.383,6.7,31.72,22,12980.0,0.285,17,6280.0
High-Income Investor,35,11240.0,0.384,0.401,7.9,144.86,20,63400.0,0.09,9,6600.0
Steady Middle,32,5560.0,0.065,0.295,7.7,52.24,17,7560.0,0.234,14,4470.0
Budget-Conscious Saver,30,4440.0,0.209,0.291,7.9,57.35,19,1850.0,0.166,50,4000.0
Young Digital Spender,23,2630.0,-0.001,0.534,30.4,43.51,33,160.0,0.388,33,2430.0
Steady Middle,48,6810.0,0.133,0.416,7.9,51.62,10,10350.0,0.166,52,6390.0
High-Income Investor,40,8580.0,0.383,0.309,2.1,99.79,20,131960.0,0.094,41,5380.0
High-Income Investor,39,15960.0,0.404,0.425,8.8,104.11,6,80570.0,0.195,24,9800.0
Young Digital Spender,22,3930.0,-0.01,0.551,15.4,65.0,58,400.0,0.454,37,4090.0
Budget-Conscious Saver,39,3410.0,0.28,0.238,5.9,61.08,32,1480.0,0.244,35,2410.0
Steady Middle,32,7000.0,0.114,0.369,5.9,58.16,40,6590.0,0.151,3,6840.0
High-Income Investor,43,9620.0,0.398,0.323,5.6,86.87,13,92150.0,0.065,52,5440.0
Steady Middle,33,7520.0,0.122,0.275,8.2,63.95,28,12180.0,0.321,49,6420.0
Budget-Conscious Saver,27,4200.0,0.225,0.247,5.8,58.97,23,4030.0,0.198,29,2960.0
Budget-Conscious Saver,34,3660.0,0.332,0.248,8.8,37.28,17,4480.0,0.06,10,2400.0
Budget-Conscious Saver,32,5640.0,0.219,0.299,7.3,38.46,30,5690.0,0.063,21,4720.0
Budget-Conscious Saver,29,4500.0,0.171,0.177,2.4,54.45,31,2300.0,0.254,4,3720.0
Young Digital Spender,20,2850.0,-0.002,0.497,16.3,41.52,43,330.0,0.428,13,2540.0
Steady Middle,35,7160.0,0.179,0.338,4.7,42.91,29,6910.0,0.287,39,6390.0
Young Digital Spender,24,3330.0,0.02,0.524,19.8,60.82,49,100.0,0.168,9,3220.0
Young Digital Spender,26,3890.0,0.057,0.514,26.8,36.39,54,120.0,0.466,47,3200.0
Steady Middle,43,5830.0,0.145,0.37,6.8,36.26,27,4850.0,0.415,25,4550.0
Young Digital Spender,21,3550.0,0.012,0.584,24.9,5.04,36,260.0,0.119,21,3120.0
Credit-Reliant Household,53,3140.0,-0.046,0.418,10.3,34.12,32,490.0,0.677,5,3560.0
Steady Middle,26,4180.0,0.145,0.415,8.4,58.62,32,1010.0,0.312,41,3890.0
Young Digital Spender,25,4440.0,0.048,0.556,26.4,47.03,60,10.0,0.474,42,4170.0
Steady Middle,32,4860.0,0.086,0.288,7.8,44.67,23,8280.0,0.379,56,3850.0
Steady Middle,28,4610.0,0.092,0.327,7.6,77.86,27,2880.0,0.298,2,3760.0
Budget-Conscious Saver,26,3920.0,0.343,0.27,4.2,74.29,30,3890.0,0.039,9,2430.0
Steady Middle,30,7110.0,0.181,0.369,3.1,69.36,34,8510.0,0.203,38,6640.0
Steady Middle,35,5950.0,0.191,0.475,12.3,38.26,31,8700.0,0.258,54,4180.0
Budget-Conscious Saver,33,4070.0,0.219,0.249,4.5,72.59,35,780.0,0.064,5,2820.0
Credit-Reliant Household,46,3020.0,0.003,0.435,3.5,13.42,19,100.0,0.878,5,3020.0
Credit-Reliant Household,45,3630.0,-0.032,0.36,11.9,40.65,16,160.0,0.712,59,4270.0
Steady Middle,30,6150.0,0.111,0.382,11.3,87.64,47,3550.0,0.236,4,6000.0
Credit-Reliant Household,51,4750.0,-0.012,0.389,8.1,25.48,32,20.0,0.668,9,4230.0
Steady Middle,49,5280.0,0.174,0.323,8.2,62.02,20,7680.0,0.302,3,4710.0
Credit-Reliant Household,41,3230.0,-0.009,0.398,15.4,31.58,37,260.0,0.797,51,3580.0
Budget-Conscious Saver,37,3770.0,0.237,0.235,3.1,27.32,30,5280.0,0.083,40,3170.0
Steady Middle,44,5430.0,0.151,0.375,6.7,47.16,34,11060.0,0.238,53,4670.0
Budget-Conscious Saver,41,3850.0,0.251,0.386,8.4,71.43,33,2160.0,0.195,10,3100.0
High-Income Investor,43,8080.0,0.413,0.259,5.9,49.02,26,67410.0,0.106,26,5030.0
High-Income Investor,57,8380.0,0.41,0.298,4.7,220.46,15,94890.0,0.0,43,5600.0
Steady Middle,43,4840.0,0.125,0.299,8.0,45.12,41,9330.0,0.272,2,4350.0
Credit-Reliant Household,32,3590.0,-0.04,0.513,7.0,51.93,43,370.0,0.518,53,3330.0
High-Income Investor,44,15170.0,0.25,0.398,4.6,80.81,17,45310.0,0.044,32,12090.0
Steady Middle,33,7010.0,0.149,0.413,10.0,63.84,29,10480.0,0.206,23,5160.0
Steady Middle,26,7600.0,0.151,0.412,7.2,42.08,20,6180.0,0.402,10,6060.0
Budget-Conscious Saver,38,5390.0,0.254,0.207,3.7,52.84,30,4020.0,0.135,48,4330.0
Budget-Conscious Saver,37,5590.0,0.253,0.298,6.9,71.81,15,2520.0,0.137,10,4450.0
Young Digital Spender,20,2790.0,0.014,0.49,14.3,41.79,41,100.0,0.555,12,2450.0
Steady Middle,29,4910.0,0.077,0.303,8.6,47.54,24,11660.0,0.201,11,4060.0
Young Digital Spender,25,2720.0,0.037,0.401,17.8,14.35,56,380.0,0.277,3,2520.0
High-Income Investor,38,8480.0,0.308,0.396,6.0,118.89,25,39740.0,0.262,25,5470.0
Steady Middle,31,6620.0,0.086,0.365,3.0,58.49,26,12370.0,0.119,19,6010.0
Steady Middle,30,4680.0,0.11,0.235,5.0,87.38,16,2080.0,0.234,7,4670.0
Young Digital Spender,26,3290.0,0.017,0.485,27.3,38.96,49,170.0,0.33,58,3340.0
Budget-Conscious Saver,41,5290.0,0.345,0.155,3.6,86.41,28,1390.0,0.193,56,3720.0
Young Digital Spender,24,2790.0,0.069,0.618,16.7,36.09,54,200.0,0.405,44,2380.0
Young Digital Spender,23,2670.0,0.057,0.532,13.4,40.03,38,260.0,0.471,2,2470.0
Steady Middle,38,7690.0,0.156,0.358,7.5,99.28,44,4530.0,0.287,14,7240.0
Steady Middle,42,6370.0,0.126,0.443,8.2,90.59,24,3830.0,0.107,15,5610.0
Steady Middle,37,5590.0,0.065,0.327,5.4,23.42,30,9510.0,0.263,30,5700.0
Young Digital Spender,23,2950.0,0.049,0.707,14.5,42.1,70,290.0,0.296,17,2950.0
Young Digital Spender,25,2330.0,0.005,0.479,16.4,45.87,73,390.0,0.53,15,2460.0
Young Digital Spender,25,4230.0,0.035,0.703,15.3,38.65,46,100.0,0.292,21,4280.0
High-Income Investor,37,9890.0,0.218,0.3,6.0,105.81,15,23520.0,0.026,44,8720.0
Steady Middle,46,4680.0,0.111,0.299,10.0,88.29,32,9690.0,0.249,28,3540.0
Steady Middle,27,7800.0,0.111,0.374,4.6,91.79,33,6310.0,0.198,45,7960.0
Credit-Reliant Household,40,3570.0,-0.025,0.441,7.4,21.54,44,230.0,0.803,57,3800.0
Steady Middle,27,5560.0,0.109,0.338,10.5,70.53,37,5800.0,0.219,7,4570.0
High-Income Investor,54,12720.0,0.201,0.344,6.4,94.79,14,81470.0,0.098,56,8830.0
Steady Middle,28,5360.0,0.148,0.41,7.8,58.25,20,2560.0,0.239,46,4280.0
Young Digital Spender,25,3490.0,0.092,0.564,22.3,37.24,70,70.0,0.462,5,3270.0
Steady Middle,26,7810.0,0.084,0.326,11.1,77.09,23,9280.0,0.158,16,7900.0
Budget-Conscious Saver,31,4730.0,0.268,0.131,7.1,42.34,22,5140.0,0.202,45,3700.0
Budget-Conscious Saver,33,3940.0,0.315,0.26,2.1,74.54,37,670.0,0.283,33,3000.0
Young Digital Spender,25,3070.0,0.011,0.647,23.0,59.42,44,50.0,0.26,41,2720.0
High-Income Investor,47,9780.0,0.36,0.32,3.9,197.17,20,140440.0,0.111,53,5690.0
Steady Middle,49,6450.0,0.114,0.392,9.5,74.08,27,2840.0,0.298,24,4870.0
Steady Middle,44,5330.0,0.194,0.382,10.8,76.2,16,10510.0,0.33,27,4400.0
Young Digital Spender,21,3330.0,0.096,0.553,26.3,38.39,52,360.0,0.32,12,2700.0
High-Income Investor,41,17690.0,0.27,0.265,1.7,114.19,21,79390.0,0.196,53,11100.0
Credit-Reliant Household,33,4080.0,-0.097,0.375,6.4,42.71,44,100.0,0.859,6,4010.0
Steady Middle,46,6420.0,0.084,0.198,8.2,50.9,21,1110.0,0.208,45,6080.0
Steady Middle,34,6010.0,0.122,0.253,6.7,50.55,32,3520.0,0.349,26,4510.0
High-Income Investor,46,16060.0,0.358,0.225,2.9,216.88,18,105210.0,0.052,50,8780.0
Young Digital Spender,24,4340.0,-0.024,0.611,23.3,33.91,65,180.0,0.315,40,3970.0
High-Income Investor,57,14710.0,0.255,0.247,3.4,89.33,10,24870.0,0.049,12,12060.0
Budget-Conscious Saver,37,5670.0,0.374,0.133,7.0,51.2,19,3990.0,0.153,49,4060.0
Steady Middle,26,4150.0,0.232,0.411,8.8,38.02,36,5100.0,0.294,29,3090.0
Budget-Conscious Saver,37,5500.0,0.46,0.17,6.2,38.99,33,4640.0,0.119,45,2840.0
Young Digital Spender,25,3030.0,0.041,0.593,22.8,36.45,36,0.0,0.358,8,3060.0
High-Income Investor,53,12630.0,0.342,0.279,2.3,106.58,13,43870.0,0.011,45,9040.0
Young Digital Spender,27,2580.0,0.022,0.697,22.4,37.93,57,490.0,0.473,10,2170.0
Steady Middle,42,6760.0,0.108,0.351,7.0,86.67,39,7860.0,0.314,21,6610.0
Credit-Reliant Household,29,3460.0,0.001,0.375,6.7,38.9,33,120.0,0.854,38,3310.0
Young Digital Spender,27,2470.0,0.03,0.684,14.6,48.43,47,80.0,0.5,29,2100.0
Budget-Conscious Saver,35,5360.0,0.224,0.296,3.2,51.38,11,2220.0,0.165,19,4390.0
Young Digital Spender,24,2310.0,0.07,0.688,13.0,27.14,43,40.0,0.489,31,2430.0
Steady Middle,39,6380.0,0.163,0.336,8.4,82.2,26,4300.0,0.322,33,5650.0
Young Digital Spender,23,4210.0,0.053,0.554,15.7,26.39,55,100.0,0.324,21,3750.0
Steady Middle,32,4620.0,0.124,0.333,3.5,39.84,28,6170.0,0.257,50,3690.0
Credit-Reliant Household,28,4170.0,0.022,0.328,12.4,29.31,26,200.0,0.867,55,4420.0
